seconds,t_motor,t_ambient,t_predicted,residual
8537.84,25.588,19.187,27.64,-1.893
8541.94,25.588,19.187,27.64,-1.831
8546.03,25.589,19.187,27.64,-1.831
8550.13,25.59,19.187,27.64,-1.832
8554.23,25.591,19.187,27.64,-1.894
8558.32,25.592,19.187,27.64,-1.833
8562.42,25.593,19.187,27.65,-1.833
8566.51,25.594,19.187,27.65,-1.833
8570.61,25.595,19.187,27.65,-1.834
8574.71,25.596,19.187,27.65,-1.896
8578.8,25.597,19.187,27.65,-1.835
8582.9,25.598,19.187,27.65,-1.835
8587.0,25.599,19.187,27.65,-1.835
8591.09,25.6,19.187,27.65,-1.836
8595.19,25.601,19.187,27.65,-1.836
8599.28,25.602,19.187,27.65,-1.837
8603.38,25.603,19.187,27.65,-1.837
8607.47,25.604,19.187,27.65,-1.774
8611.57,25.605,19.187,27.65,-1.838
8615.67,25.606,19.187,27.65,-1.838
8619.76,25.607,19.187,27.65,-1.838
8623.86,25.608,19.187,27.65,-1.901
8627.96,25.609,19.187,27.65,-1.839
8632.05,25.61,19.187,27.65,-1.84
8636.15,25.611,19.187,27.65,-1.84
8640.24,25.612,19.187,27.65,-1.84
8644.34,25.613,19.187,27.65,-1.841
8648.43,25.614,19.187,27.65,-1.841
8652.53,25.615,19.187,27.65,-1.841
8656.63,25.616,19.187,27.65,-1.779
8660.72,25.617,19.187,27.65,-1.842
8664.82,25.618,19.187,27.65,-1.843
8668.91,25.619,19.187,27.65,-1.843
8673.01,25.62,19.187,27.66,-1.843
8677.11,25.621,19.187,27.66,-1.844
8681.2,25.622,19.187,27.66,-1.844
8685.3,25.623,19.25,27.66,-1.845
8689.39,25.624,19.187,27.66,-1.845
8693.49,25.625,19.187,27.66,-1.845
8697.59,25.626,19.25,27.66,-1.846
8701.68,25.627,19.187,27.66,-1.846
8705.78,25.628,19.25,27.66,-1.847
8709.87,25.629,19.25,27.66,-1.847
8713.97,25.63,19.187,27.66,-1.848
8718.07,25.631,19.25,27.66,-1.785
8722.16,25.632,19.187,27.66,-1.849
8726.26,25.633,19.187,27.66,-1.849
8730.35,25.634,19.187,27.66,-1.849
8734.45,25.635,19.187,27.66,-1.85
8738.55,25.636,19.25,27.66,-1.787
8742.64,25.637,19.187,27.66,-1.85
8746.74,25.639,19.187,27.66,-1.851
8750.84,25.64,19.187,27.66,-1.851
8754.93,25.641,19.187,27.66,-1.852
8759.03,25.642,19.187,27.66,-1.852
8763.12,25.643,19.187,27.66,-1.852
8767.22,25.644,19.25,27.66,-1.853
8771.31,25.645,19.187,27.67,-1.853
8775.41,25.646,19.187,27.67,-1.853
8779.51,25.647,19.25,27.67,-1.854
8783.6,25.648,19.187,27.67,-1.854
8787.7,25.649,19.187,27.67,-1.855
8791.79,25.65,19.187,27.67,-1.855
8795.89,25.652,19.187,27.67,-1.855
8799.99,25.653,19.187,27.67,-1.856
8804.08,25.654,19.187,27.67,-1.856
8808.18,25.655,19.187,27.67,-1.856
8812.27,25.656,19.187,27.67,-1.857
8816.37,25.657,19.187,27.67,-1.857
8820.47,25.658,19.187,27.67,-1.857
8824.56,25.659,19.187,27.67,-1.795
8828.66,25.661,19.187,27.67,-1.858
8832.75,25.662,19.187,27.67,-1.858
8836.85,25.663,19.25,27.67,-1.859
8840.95,25.664,19.187,27.67,-1.859
8845.04,25.665,19.187,27.67,-1.859
8849.14,25.666,19.187,27.67,-1.922
8853.23,25.667,19.187,27.67,-1.86
8857.33,25.668,19.187,27.67,-1.86
8861.43,25.67,19.187,27.67,-1.861
8865.52,25.671,19.187,27.67,-1.861
8869.63,25.672,19.187,27.67,-1.861
8873.75,25.673,19.187,27.67,-1.862
8877.84,25.674,19.25,27.67,-1.862
8881.94,25.675,19.25,27.67,-1.863
8886.03,25.676,19.187,27.67,-1.863
8890.13,25.677,19.187,27.68,-1.863
8894.23,25.679,19.187,27.68,-1.864
8898.32,25.68,19.187,27.68,-1.864
8902.42,25.681,19.25,27.68,-1.864
8906.51,25.682,19.187,27.68,-1.865
8910.61,25.683,19.187,27.68,-1.865
8914.71,25.684,19.187,27.68,-1.865
8918.8,25.685,19.187,27.68,-1.866
8922.9,25.686,19.25,27.68,-1.866
8926.99,25.687,19.187,27.68,-1.866
8931.09,25.688,19.187,27.68,-1.867
8935.19,25.689,19.187,27.68,-1.929
8939.28,25.691,19.187,27.68,-1.867
8943.38,25.692,19.187,27.68,-1.868
8947.47,25.693,19.187,27.68,-1.868
8951.57,25.694,19.25,27.68,-1.868
8955.67,25.695,19.187,27.68,-1.931
8959.76,25.696,19.187,27.68,-1.931
8963.86,25.697,19.25,27.68,-1.869
8967.95,25.698,19.187,27.68,-1.87
8972.05,25.699,19.187,27.68,-1.87
8976.15,25.7,19.25,27.68,-1.87
8980.24,25.701,19.187,27.68,-1.871
8984.34,25.702,19.187,27.68,-1.871
8988.43,25.703,19.25,27.68,-1.933
8992.53,25.704,19.187,27.68,-1.934
8996.63,25.705,19.187,27.68,-1.872
