seconds,t_motor,t_ambient,t_predicted,residual
1664.57,26.173,23.937,29.9,-3.523
1668.67,26.172,23.937,29.91,-3.597
1672.77,26.171,23.937,29.92,-3.544
1676.86,26.17,23.937,29.93,-3.555
1680.96,26.169,24.0,29.94,-3.566
1685.05,26.168,23.937,29.95,-3.576
1689.15,26.167,24.0,29.96,-3.587
1693.25,26.166,23.937,29.97,-3.597
1697.34,26.164,23.937,29.98,-3.608
1701.44,26.163,23.937,29.99,-3.618
1705.53,26.162,23.937,30.0,-3.629
1709.63,26.161,23.937,30.01,-3.639
1713.73,26.16,24.0,30.02,-3.65
1717.82,26.159,24.0,30.04,-3.66
1721.92,26.158,24.0,30.05,-3.671
1726.01,26.157,24.0,30.06,-3.681
1730.11,26.156,24.0,30.07,-3.691
1734.21,26.155,23.937,30.08,-3.702
1738.3,26.154,24.0,30.09,-3.712
1742.4,26.153,24.0,30.1,-3.722
1746.49,26.152,24.0,30.11,-3.733
1750.59,26.151,24.0,30.12,-3.806
1754.69,26.149,24.0,30.13,-3.753
1758.78,26.148,24.0,30.14,-3.763
1762.88,26.147,24.0,30.15,-3.773
1766.97,26.146,24.0,30.16,-3.846
1771.07,26.145,24.0,30.17,-3.794
1775.17,26.144,24.0,30.18,-3.804
1779.26,26.143,24.0,30.19,-3.814
1783.36,26.142,24.0,30.2,-3.824
1787.45,26.141,24.0,30.21,-3.834
1791.55,26.14,24.0,30.22,-3.844
1795.65,26.138,24.0,30.23,-3.917
1799.74,26.137,24.0,30.24,-3.864
1803.84,26.136,24.0,30.25,-3.873
1807.93,26.135,24.0,30.26,-3.946
1812.03,26.134,24.0,30.27,-3.956
1816.13,26.133,24.0,30.28,-3.966
1820.22,26.132,24.0,30.29,-3.976
1824.32,26.131,24.0,30.3,-3.922
1828.41,26.13,24.0,30.31,-3.995
1832.51,26.129,24.0,30.32,-4.005
1836.61,26.128,24.062,30.33,-4.015
1840.7,26.127,24.0,30.34,-4.024
1844.8,26.126,24.0,30.35,-4.034
1848.89,26.125,24.0,30.36,-4.043
1852.99,26.124,24.0,30.36,-4.053
1857.09,26.123,24.0,30.37,-4.062
1861.18,26.122,24.0,30.38,-4.072
1865.28,26.121,24.0,30.39,-4.018
1869.37,26.119,24.0,30.4,-4.091
1873.47,26.118,24.062,30.41,-4.1
1877.57,26.117,24.062,30.42,-4.11
1881.66,26.116,24.0,30.43,-4.119
1885.76,26.115,24.0,30.44,-4.129
1889.85,26.114,24.0,30.45,-4.138
1893.95,26.113,24.0,30.46,-4.147
1898.05,26.112,24.0,30.47,-4.156
1902.14,26.11,24.0,30.48,-4.166
1906.24,26.109,24.0,30.49,-4.175
1910.33,26.108,24.0,30.5,-4.184
1914.43,26.107,24.0,30.51,-4.193
1918.53,26.106,24.0,30.51,-4.202
1922.62,26.105,24.0,30.52,-4.211
1926.72,26.104,24.0,30.53,-4.22
1930.81,26.103,24.0,30.54,-4.229
1934.91,26.102,24.062,30.55,-4.301
1939.01,26.101,24.0,30.56,-4.248
1943.1,26.1,24.0,30.57,-4.257
1947.2,26.098,24.0,30.58,-4.266
1951.29,26.097,24.0,30.59,-4.274
1955.39,26.096,24.0,30.6,-4.283
1959.49,26.095,24.0,30.6,-4.292
1963.58,26.094,24.062,30.61,-4.363
1967.68,26.093,24.0,30.62,-4.31
1971.77,26.092,24.0,30.63,-4.319
1975.87,26.091,24.0,30.64,-4.328
1979.97,26.09,24.0,30.65,-4.398
1984.06,26.089,24.0,30.66,-4.407
1988.16,26.088,24.0,30.67,-4.416
1992.25,26.088,24.0,30.67,-4.424
1996.35,26.087,24.0,30.68,-4.371
2000.45,26.086,24.0,30.69,-4.441
2004.54,26.085,24.0,30.7,-4.45
2008.64,26.084,24.0,30.71,-4.459
2012.73,26.083,24.0,30.72,-4.467
2016.83,26.082,24.0,30.73,-4.476
2020.93,26.081,24.0,30.73,-4.484
2025.02,26.08,24.0,30.74,-4.493
2029.12,26.079,24.0,30.75,-4.501
2033.21,26.078,24.0,30.76,-4.509
2037.31,26.077,24.0,30.77,-4.518
2041.41,26.076,24.0,30.78,-4.526
2045.5,26.076,24.0,30.78,-4.534
2049.6,26.075,24.0,30.79,-4.543
2053.69,26.074,24.0,30.8,-4.614
2057.79,26.073,24.0,30.81,-4.559
2061.89,26.072,23.937,30.82,-4.567
2065.98,26.071,23.937,30.83,-4.575
2070.08,26.07,24.0,30.83,-4.647
2074.17,26.069,24.0,30.84,-4.655
2078.27,26.069,24.0,30.85,-4.663
2082.37,26.068,24.0,30.86,-4.671
2086.46,26.067,23.937,30.87,-4.679
2090.56,26.066,24.0,30.87,-4.687
2094.65,26.065,24.0,30.88,-4.695
2098.75,26.064,24.0,30.89,-4.703
2102.85,26.063,24.0,30.9,-4.711
2106.94,26.063,24.0,30.91,-4.719
2111.04,26.062,23.937,30.91,-4.727
2115.13,26.061,23.937,30.92,-4.735
2119.23,26.06,23.937,30.93,-4.742
2123.33,26.059,24.0,30.94,-4.75
2127.42,26.059,23.937,30.94,-4.758
2131.52,26.058,24.0,30.95,-4.766
2135.61,26.057,23.937,30.96,-4.773
2139.71,26.056,23.937,30.97,-4.781
2143.81,26.056,23.937,30.98,-4.789
2147.9,26.055,23.937,30.98,-4.796
2152.0,26.055,23.937,30.99,-4.804
2156.09,26.054,23.937,31.0,-4.811
2160.19,26.053,23.937,31.01,-4.819
2164.29,26.053,23.937,31.01,-4.826
2168.38,26.052,24.0,31.02,-4.834
2172.48,26.051,23.937,31.03,-4.841
2176.57,26.051,23.937,31.04,-4.849
2180.67,26.05,23.937,31.04,-4.918
2184.77,26.05,23.937,31.05,-4.864
2188.88,26.049,23.937,31.06,-4.933
2192.99,26.049,24.0,31.07,-4.941
2197.09,26.048,24.0,31.07,-4.948
2201.18,26.048,23.937,31.08,-4.955
2205.28,26.047,23.937,31.09,-4.963
2209.37,26.047,23.937,31.09,-4.97
2213.47,26.046,23.937,31.1,-4.977
2217.57,26.046,24.0,31.11,-4.984
2221.66,26.046,24.0,31.12,-4.992
2225.76,26.045,23.937,31.12,-4.999
2229.85,26.045,23.937,31.13,-5.006
2233.95,26.044,24.0,31.14,-5.013
2238.05,26.044,23.937,31.15,-5.021
2242.14,26.044,23.937,31.15,-5.028
2246.24,26.043,24.0,31.16,-5.035
2250.33,26.043,23.937,31.17,-5.042
2254.43,26.042,23.937,31.17,-5.049
2258.53,26.042,23.937,31.18,-5.056
2262.62,26.042,23.937,31.19,-5.063
2266.72,26.042,23.937,31.19,-5.07
2270.81,26.041,23.937,31.2,-5.077
2274.91,26.041,23.937,31.21,-5.084
2279.01,26.041,23.937,31.22,-5.091
2283.1,26.041,23.937,31.22,-5.098
2287.2,26.04,23.937,31.23,-5.104
2291.29,26.04,23.937,31.24,-5.111
2295.39,26.04,23.937,31.24,-5.118
2299.49,26.04,24.0,31.25,-5.188
2303.58,26.04,23.937,31.26,-5.132
2307.68,26.04,23.937,31.26,-5.202
2311.77,26.039,23.937,31.27,-5.145
2315.87,26.039,23.937,31.28,-5.215
2319.97,26.039,23.937,31.28,-5.159
2324.06,26.039,23.937,31.29,-5.166
2328.16,26.039,23.937,31.3,-5.235
2332.25,26.039,23.937,31.3,-5.242
2336.35,26.039,23.937,31.31,-5.248
2340.45,26.039,23.937,31.32,-5.255
2344.54,26.039,23.937,31.32,-5.262
2348.64,26.039,23.937,31.33,-5.268
2352.73,26.039,23.937,31.34,-5.275
2356.83,26.039,23.937,31.34,-5.281
2360.93,26.039,23.937,31.35,-5.288
2365.02,26.039,23.937,31.36,-5.294
2369.12,26.04,23.937,31.36,-5.301
2373.21,26.04,23.937,31.37,-5.307
2377.31,26.04,23.937,31.38,-5.314
2381.41,26.04,23.937,31.38,-5.32
2385.5,26.04,23.937,31.39,-5.327
2389.6,26.041,23.937,31.39,-5.333
2393.69,26.041,23.937,31.4,-5.339
2397.79,26.041,23.937,31.41,-5.346
2401.89,26.041,23.937,31.41,-5.352
2405.98,26.041,23.875,31.42,-5.358
2410.08,26.042,23.937,31.43,-5.364
2414.17,26.042,23.937,31.43,-5.371
2418.27,26.042,23.937,31.44,-5.377
2422.37,26.042,23.875,31.45,-5.383
2426.46,26.043,23.875,31.45,-5.389
2430.56,26.043,23.875,31.46,-5.457
2434.65,26.043,23.875,31.46,-5.401
2438.75,26.043,23.875,31.47,-5.407
2442.85,26.044,23.875,31.48,-5.475
2446.94,26.044,23.875,31.48,-5.419
2451.04,26.044,23.875,31.49,-5.425
2455.13,26.045,23.875,31.49,-5.493
2459.23,26.045,23.875,31.5,-5.499
2463.33,26.045,23.875,31.5,-5.505
2467.42,26.046,23.875,31.51,-5.511
2471.52,26.046,23.875,31.52,-5.454
2475.61,26.046,23.875,31.52,-5.522
2479.71,26.047,23.875,31.53,-5.528
2483.81,26.047,23.875,31.53,-5.534
2487.9,26.048,23.812,31.54,-5.54
2492.0,26.048,23.875,31.55,-5.545
2496.09,26.048,23.875,31.55,-5.551
2500.19,26.049,23.875,31.56,-5.557
2504.29,26.049,23.812,31.56,-5.562
2508.38,26.05,23.812,31.57,-5.568
2512.48,26.05,23.812,31.57,-5.573
2516.57,26.051,23.875,31.58,-5.579
2520.67,26.052,23.875,31.58,-5.585
2524.77,26.052,23.812,31.59,-5.653
2528.86,26.053,23.812,31.6,-5.659
