seconds,t_motor,t_ambient
4451.77,26.22,22.94
4455.87,26.22,22.88
4459.97,26.22,22.94
4464.06,26.22,22.88
4468.16,26.22,22.88
4472.25,26.22,22.88
4476.35,26.22,22.88
4480.45,26.22,22.88
4484.54,26.29,22.88
4488.64,26.22,22.88
4492.73,26.29,22.88
4496.83,26.22,22.88
4500.93,26.22,22.88
4505.02,26.22,22.88
4509.12,26.29,22.88
4513.21,26.22,22.88
4517.31,26.22,22.81
4521.41,26.29,22.81
4525.5,26.29,22.81
4529.6,26.22,22.81
4533.69,26.29,22.88
4537.79,26.29,22.88
4541.89,26.29,22.81
4546.0,26.29,22.81
4550.11,26.29,22.88
4554.21,26.29,22.81
4558.3,26.29,22.81
4562.4,26.22,22.81
4566.49,26.29,22.81
4570.59,26.29,22.81
4574.69,26.22,22.88
4578.78,26.29,22.88
4582.88,26.29,22.81
4586.97,26.29,22.88
4591.07,26.29,22.81
4595.17,26.29,22.81
4599.26,26.29,22.88
4603.36,26.29,22.81
4607.45,26.29,22.81
4611.55,26.29,22.81
4615.65,26.29,22.75
4619.74,26.29,22.81
4623.84,26.29,22.81
4627.93,26.29,22.81
4632.03,26.29,22.81
4636.13,26.29,22.81
4640.22,26.29,22.75
4644.32,26.29,22.81
4648.41,26.29,22.81
4652.51,26.29,22.81
4656.61,26.29,22.81
4660.7,26.29,22.81
4664.8,26.29,22.75
4668.89,26.29,22.81
4672.99,26.29,22.75
4677.09,26.29,22.81
4681.18,26.29,22.81
4685.28,26.29,22.75
4689.37,26.29,22.81
4693.47,26.29,22.75
4697.57,26.29,22.81
4701.66,26.29,22.81
4705.76,26.29,22.81
4709.85,26.29,22.81
4713.95,26.29,22.75
4718.05,26.29,22.75
4722.14,26.29,22.75
4726.24,26.29,22.81
4730.33,26.29,22.81
4734.43,26.29,22.81
4738.53,26.29,22.81
4742.62,26.29,22.75
4746.72,26.29,22.81
4750.81,26.29,22.75
4754.91,26.35,22.81
4759.01,26.35,22.75
4763.1,26.35,22.75
4767.2,26.29,22.75
4771.29,26.29,22.75
4775.39,26.35,22.75
4779.49,26.29,22.81
4783.58,26.35,22.75
4787.68,26.35,22.81
4791.77,26.35,22.75
4795.87,26.35,22.75
4799.97,26.29,22.75
4804.06,26.29,22.75
4808.16,26.29,22.75
4812.25,26.35,22.75
4816.35,26.35,22.75
4820.45,26.29,22.81
4824.54,26.29,22.75
4828.64,26.29,22.75
4832.73,26.35,22.75
4836.83,26.35,22.75
4840.93,26.29,22.75
4845.02,26.35,22.75
4849.12,26.29,22.75
4853.21,26.29,22.75
4857.31,26.29,22.75
4861.41,26.35,22.75
4865.5,26.35,22.75
4869.6,26.35,22.75
4873.69,26.35,22.75
4877.79,26.29,22.75
4881.89,26.29,22.75
4885.98,26.29,22.75
4890.08,26.29,22.75
4894.17,26.29,22.81
4898.27,26.29,22.75
4902.37,26.29,22.75
4906.46,26.35,22.81
4910.56,26.29,22.75
4914.65,26.29,22.75
4918.75,26.29,22.75
4922.85,26.29,22.75
4926.94,26.29,22.75
4931.04,26.29,22.75
4935.13,26.29,22.81
4939.23,26.29,22.75
4943.33,26.29,22.75
4947.42,26.29,22.75
4951.52,26.29,22.75
4955.61,26.29,22.75
4959.71,26.29,22.75
4963.81,26.29,22.75
4967.9,26.29,22.75
4972.0,26.29,22.75
4976.09,26.29,22.75
4980.19,26.29,22.75
4984.29,26.29,22.75
4988.38,26.35,22.75
4992.48,26.29,22.75
4996.57,26.29,22.75
5000.67,26.29,22.75
5004.77,26.29,22.75
5008.86,26.29,22.75
5012.96,26.29,22.75
5017.05,26.29,22.75
5021.15,26.29,22.75
5025.25,26.29,22.75
5029.34,26.29,22.75
5033.44,26.29,22.75
5037.53,26.29,22.75
5041.63,26.29,22.75
5045.73,26.29,22.75
5049.82,26.29,22.75
5053.92,26.29,22.75
5058.01,26.29,22.75
5062.11,26.29,22.75
5066.21,26.29,22.75
5070.3,26.29,22.75
5074.4,26.29,22.75
5078.49,26.29,22.75
5082.59,26.29,22.75
5086.69,26.29,22.75
5090.78,26.29,22.75
5094.88,26.29,22.75
5098.97,26.29,22.75
5103.07,26.29,22.75
5107.17,26.29,22.75
5111.26,26.35,22.75
5115.36,26.35,22.75
5119.45,26.35,22.75
5123.55,26.35,22.75
5127.65,26.29,22.75
5131.74,26.35,22.75
5135.84,26.29,22.75
5139.93,26.35,22.75
5144.03,26.29,22.75
5148.13,26.29,22.75
5152.22,26.29,22.75
5156.32,26.29,22.75
5160.41,26.29,22.75
5164.51,26.29,22.75
5168.61,26.29,22.75
5172.7,26.29,22.75
5176.8,26.29,22.75
5180.89,26.29,22.75
5184.99,26.29,22.75
5189.09,26.29,22.75
5193.18,26.29,22.75
5197.28,26.29,22.75
5201.37,26.29,22.75
5205.47,26.29,22.75
5209.57,26.29,22.75
5213.66,26.29,22.75
5217.76,26.29,22.69
5221.85,26.29,22.69
5225.95,26.29,22.75
5230.05,26.29,22.75
5234.14,26.29,22.75
5238.24,26.29,22.75
5242.33,26.29,22.75
5246.43,26.29,22.75
5250.53,26.29,22.75
5254.62,26.29,22.75
5258.72,26.29,22.75
5262.81,26.29,22.75
5266.91,26.29,22.75
5271.01,26.29,22.75
5275.1,26.29,22.69
5279.2,26.29,22.69
5283.29,26.22,22.69
5287.39,26.29,22.75
5291.49,26.29,22.75
5295.58,26.29,22.69
5299.68,26.29,22.69
5303.77,26.29,22.75
5307.87,26.22,22.69
5311.97,26.29,22.69
5316.06,26.29,22.69
5320.16,26.29,22.69
5324.25,26.29,22.69
5328.35,26.29,22.69
5332.45,26.29,22.69
5336.54,26.29,22.69
5340.64,26.29,22.69
5344.73,26.29,22.69
5348.83,26.29,22.69
5352.93,26.22,22.75
5357.02,26.29,22.69
5361.12,26.22,22.69
5365.21,26.22,22.69
5369.31,26.29,22.69
5373.41,26.22,22.75
5377.5,26.22,22.69
5381.6,26.22,22.69
5385.69,26.29,22.69
5389.79,26.22,22.69
5393.89,26.29,22.69
5397.98,26.29,22.69
5402.08,26.22,22.69
5406.17,26.29,22.69
5410.27,26.29,22.69
5414.37,26.29,22.69
5418.46,26.29,22.69
5422.56,26.22,22.69
5426.65,26.22,22.69
5430.75,26.29,22.69
5434.85,26.22,22.62
5438.94,26.29,22.69
5443.04,26.22,22.69
5447.13,26.22,22.69
5451.23,26.22,22.69
5455.33,26.29,22.69
5459.42,26.22,22.69
5463.52,26.22,22.62
5467.61,26.22,22.69
5471.71,26.22,22.69
5475.81,26.29,22.69
5479.9,26.29,22.69
5484.0,26.22,22.69
5488.09,26.22,22.69
5492.19,26.29,22.69
5496.29,26.22,22.69
5500.38,26.22,22.69
5504.48,26.29,22.69
5508.57,26.29,22.69
5512.67,26.29,22.69
5516.77,26.29,22.69
5520.86,26.29,22.69
5524.96,26.29,22.69
5529.05,26.22,22.69
5533.15,26.29,22.69
5537.25,26.29,22.69
5541.34,26.29,22.69
5545.44,26.22,22.69
5549.53,26.22,22.69
5553.63,26.29,22.69
5557.73,26.29,22.69
5561.82,26.22,22.69
5565.92,26.29,22.75
5570.01,26.29,22.69
5574.11,26.29,22.69
5578.21,26.29,22.69
5582.3,26.29,22.69
5586.4,26.29,22.69
5590.49,26.29,22.69
5594.59,26.22,22.69
5598.69,26.29,22.69
5602.78,26.29,22.75
5606.88,26.29,22.69
5610.97,26.29,22.75
5615.07,26.29,22.75
5619.17,26.29,22.75
5623.26,26.29,22.69
5627.36,26.29,22.75
5631.45,26.29,22.75
5635.55,26.29,22.69
5639.65,26.29,22.75
5643.74,26.29,22.75
5647.84,26.29,22.75
5651.93,26.29,22.75
5656.03,26.35,22.75
5660.13,26.35,22.75
5664.22,26.29,22.75
5668.32,26.29,22.75
5672.41,26.29,22.75
5676.51,26.29,22.69
5680.61,26.35,22.75
5684.7,26.29,22.75
5688.8,26.29,22.75
5692.89,26.35,22.75
5696.99,26.35,22.75
5701.09,26.35,22.75
5705.18,26.35,22.75
5709.28,26.35,22.75
5713.37,26.35,22.75
5717.47,26.35,22.75
5721.57,26.35,22.75
5725.66,26.35,22.75
5729.76,26.35,22.75
5733.85,26.35,22.75
5737.95,26.35,22.75
5742.05,26.35,22.75
5746.14,26.35,22.75
5750.24,26.35,22.75
5754.33,26.35,22.75
5758.43,26.35,22.75
5762.53,26.35,22.75
5766.62,26.35,22.75
5770.72,26.35,22.75
5774.81,26.35,22.75
5778.91,26.35,22.75
5783.01,26.35,22.75
5787.1,26.35,22.75
5791.2,26.35,22.81
5795.29,26.41,22.81
5799.39,26.35,22.75
5803.49,26.35,22.75
5807.58,26.35,22.81
5811.68,26.35,22.75
5815.77,26.35,22.75
5819.87,26.35,22.81
5823.97,26.35,22.81
5828.06,26.35,22.81
5832.16,26.35,22.81
5836.25,26.35,22.81
5840.35,26.35,22.75
5844.45,26.35,22.75
5848.54,26.41,22.81
5852.64,26.35,22.81
5856.73,26.35,22.81
5860.83,26.35,22.81
5864.93,26.35,22.88
5869.02,26.41,22.81
5873.12,26.41,22.81
5877.21,26.35,22.81
5881.31,26.35,22.81
5885.41,26.35,22.88
5889.5,26.41,22.88
5893.6,26.35,22.88
5897.69,26.41,22.88
5901.79,26.35,22.88
5905.89,26.35,22.88
5909.98,26.41,22.88
5914.08,26.35,22.88
5918.17,26.35,22.88
5922.27,26.35,22.81
5926.37,26.41,22.88
5930.46,26.35,22.81
5934.56,26.35,22.88
5938.65,26.35,22.88
5942.75,26.35,22.88
5946.85,26.35,22.88
5950.94,26.35,22.88
5955.04,26.35,22.88
5959.13,26.35,22.88
5963.23,26.35,22.88
5967.33,26.35,22.88
5971.42,26.41,22.88
5975.52,26.35,22.94
5979.61,26.35,22.94
5983.71,26.35,22.94
5987.81,26.41,22.94
5991.9,26.35,22.94
5996.0,26.35,22.94
6000.09,26.35,22.94
6004.19,26.35,22.94
6008.29,26.35,22.94
6012.38,26.35,22.94
6016.48,26.35,22.94
6020.57,26.35,22.94
6024.67,26.35,22.94
6028.77,26.35,22.94
6032.86,26.35,22.88
6036.96,26.35,22.94
6041.05,26.35,22.94
6045.15,26.35,22.94
6049.25,26.35,23.0
6053.34,26.35,23.0
6057.44,26.35,22.94
6061.53,26.35,22.94
6065.63,26.35,22.94
6069.73,26.35,23.0
6073.82,26.35,22.94
6077.92,26.35,23.0
6082.01,26.35,22.94
6086.11,26.35,22.94
6090.21,26.35,22.94
6094.3,26.35,22.94
6098.4,26.35,22.94
6102.49,26.35,22.94
6106.59,26.35,23.0
6110.69,26.35,22.94
6114.78,26.35,23.0
6118.88,26.35,23.0
6122.97,26.35,23.0
6127.07,26.35,23.0
6131.17,26.35,23.0
6135.26,26.35,23.0
6139.36,26.35,23.0
6143.45,26.35,23.0
6147.55,26.35,23.0
6151.65,26.35,23.0
6155.74,26.35,23.0
6159.84,26.35,23.0
6163.93,26.35,23.0
6168.03,26.35,23.0
6172.13,26.35,23.0
6176.22,26.35,23.0
6180.32,26.35,23.0
6184.41,26.29,23.0
6188.51,26.35,23.06
6192.61,26.35,23.0
6196.7,26.35,23.0
6200.8,26.35,23.0
6204.89,26.35,23.0
6208.99,26.29,23.0
6213.09,26.35,23.0
6217.18,26.35,23.0
6221.28,26.29,23.0
6225.37,26.29,23.06
6229.47,26.29,23.06
6233.57,26.35,23.0
6237.66,26.29,23.06
6241.76,26.29,23.06
6245.85,26.29,23.0
6249.95,26.29,23.0
6254.05,26.35,23.06
6258.14,26.29,23.06
6262.24,26.29,23.06
6266.33,26.35,23.06
6270.43,26.35,23.06
6274.53,26.29,23.06
6278.62,26.29,23.06
6282.72,26.35,23.06
6286.81,26.29,23.06
6290.91,26.29,23.06
6295.01,26.29,23.12
6299.1,26.29,23.06
6303.2,26.29,23.06
6307.29,26.29,23.06
6311.39,26.29,23.06
6315.49,26.29,23.12
6319.58,26.29,23.12
6323.68,26.29,23.06
6327.77,26.29,23.06
6331.87,26.29,23.06
6335.97,26.29,23.12
6340.06,26.29,23.12
6344.16,26.29,23.12
6348.25,26.29,23.12
6352.35,26.29,23.12
6356.45,26.29,23.12
6360.54,26.29,23.12
6364.64,26.29,23.12
6368.73,26.29,23.12
6372.83,26.29,23.19
6376.93,26.29,23.12
6381.02,26.29,23.12
6385.12,26.29,23.19
6389.21,26.29,23.19
6393.31,26.29,23.19
6397.41,26.29,23.19
6401.5,26.29,23.19
6405.6,26.29,23.19
6409.69,26.29,23.19
6413.79,26.29,23.19
6417.89,26.29,23.19
6421.98,26.29,23.19
6426.08,26.29,23.19
6430.17,26.29,23.19
6434.27,26.29,23.19
6438.37,26.29,23.19
6442.46,26.29,23.19
6446.56,26.29,23.25
6450.65,26.29,23.25
6454.75,26.29,23.19
6458.85,26.22,23.19
6462.94,26.29,23.25
6467.04,26.29,23.25
6471.13,26.29,23.25
6475.23,26.22,23.25
6479.33,26.29,23.25
6483.42,26.29,23.25
6487.52,26.29,23.25
6491.61,26.29,23.25
6495.71,26.29,23.31
6499.81,26.29,23.25
6503.9,26.29,23.25
6508.0,26.29,23.25
6512.09,26.22,23.31
6516.19,26.29,23.25
6520.29,26.29,23.25
6524.38,26.29,23.31
6528.48,26.29,23.31
6532.57,26.22,23.31
6536.67,26.22,23.31
6540.77,26.29,23.31
6544.86,26.29,23.31
6548.96,26.22,23.31
6553.05,26.22,23.31
6557.15,26.22,23.31
6561.25,26.29,23.31
6565.34,26.29,23.31
6569.44,26.22,23.31
6573.53,26.22,23.31
6577.63,26.22,23.31
6581.73,26.29,23.31
6585.82,26.22,23.31
6589.92,26.22,23.38
6594.01,26.22,23.38
6598.11,26.22,23.38
6602.21,26.22,23.38
6606.3,26.22,23.38
6610.4,26.22,23.38
6614.49,26.22,23.31
6618.59,26.22,23.38
6622.69,26.22,23.38
6626.78,26.22,23.31
6630.88,26.22,23.38
6634.97,26.22,23.38
6639.07,26.22,23.31
6643.17,26.22,23.31
6647.26,26.22,23.38
6651.36,26.22,23.31
6655.45,26.22,23.38
6659.55,26.22,23.31
6663.65,26.22,23.38
6667.74,26.22,23.38
6671.84,26.22,23.38
6675.93,26.22,23.38
6680.03,26.22,23.38
6684.13,26.22,23.38
6688.22,26.22,23.38
6692.32,26.22,23.38
6696.41,26.22,23.38
6700.51,26.22,23.38
6704.61,26.22,23.38
6708.7,26.22,23.38
6712.8,26.22,23.38
6716.89,26.22,23.38
6720.99,26.22,23.38
6725.09,26.22,23.38
6729.18,26.22,23.38
6733.28,26.22,23.38
6737.37,26.22,23.38
6741.47,26.22,23.38
6745.57,26.16,23.38
6749.66,26.16,23.38
6753.76,26.16,23.38
6757.85,26.16,23.38
6761.95,26.16,23.38
6766.05,26.16,23.38
6770.14,26.16,23.38
6774.24,26.22,23.38
6778.33,26.16,23.38
6782.43,26.16,23.38
6786.53,26.22,23.38
6790.62,26.16,23.38
6794.72,26.22,23.38
6798.81,26.22,23.38
6802.91,26.22,23.38
6807.01,26.22,23.38
6811.1,26.22,23.38
6815.2,26.22,23.38
6819.29,26.22,23.38
6823.39,26.22,23.38
6827.49,26.22,23.38
6831.58,26.22,23.38
6835.68,26.22,23.38
6839.77,26.22,23.38
6843.87,26.22,23.38
6847.97,26.22,23.31
6852.06,26.22,23.38
6856.16,26.22,23.38
6860.25,26.22,23.38
6864.35,26.22,23.38
6868.45,26.22,23.38
6872.54,26.29,23.38
6876.64,26.22,23.38
6880.73,26.22,23.38
6884.83,26.22,23.38
6888.93,26.22,23.31
6893.02,26.29,23.31
6897.12,26.29,23.38
6901.21,26.22,23.38
6905.31,26.29,23.38
6909.41,26.22,23.38
6913.5,26.22,23.38
6917.6,26.22,23.38
6921.69,26.29,23.31
6925.79,26.22,23.31
6929.89,26.22,23.38
6933.98,26.29,23.38
6938.08,26.29,23.38
6942.17,26.29,23.31
6946.27,26.29,23.31
6950.37,26.22,23.38
6954.46,26.22,23.31
6958.56,26.29,23.31
6962.65,26.22,23.31
6966.75,26.29,23.31
6970.85,26.29,23.38
6974.94,26.29,23.31
6979.04,26.29,23.31
6983.13,26.29,23.38
6987.23,26.29,23.38
6991.33,26.29,23.31
6995.42,26.29,23.38
6999.52,26.29,23.31
7003.61,26.29,23.38
7007.71,26.29,23.31
7011.81,26.29,23.31
7015.9,26.29,23.38
7020.0,26.29,23.38
7024.09,26.22,23.38
7028.19,26.29,23.31
7032.29,26.22,23.31
7036.38,26.29,23.31
7040.48,26.22,23.31
7044.57,26.22,23.31
7048.67,26.22,23.38
7052.77,26.22,23.31
7056.86,26.22,23.31
7060.96,26.22,23.31
7065.05,26.22,23.31
7069.15,26.22,23.31
7073.25,26.29,23.31
7077.34,26.22,23.31
7081.44,26.29,23.31
7085.53,26.22,23.31
7089.63,26.22,23.31
7093.73,26.22,23.31
7097.82,26.22,23.31
7101.92,26.22,23.31
7106.01,26.22,23.31
7110.11,26.29,23.31
7114.21,26.22,23.31
7118.3,26.29,23.31
7122.4,26.22,23.31
7126.49,26.22,23.25
7130.59,26.22,23.31
7134.69,26.22,23.31
7138.78,26.29,23.31
7142.88,26.29,23.31
7146.97,26.22,23.31
7151.07,26.29,23.31
7155.17,26.22,23.31
7159.26,26.29,23.25
7163.36,26.29,23.25
7167.45,26.29,23.25
7171.55,26.29,23.25
7175.65,26.29,23.25
7179.74,26.29,23.25
7183.84,26.29,23.25
7187.93,26.29,23.25
7192.03,26.29,23.31
7196.13,26.29,23.25
7200.22,26.29,23.25
7204.32,26.29,23.25
7208.41,26.22,23.25
7212.51,26.29,23.25
7216.61,26.29,23.25
7220.7,26.29,23.25
7224.8,26.29,23.25
7228.89,26.29,23.25
7232.99,26.29,23.25
7237.09,26.22,23.25
7241.18,26.29,23.25
7245.28,26.22,23.25
7249.37,26.22,23.25
7253.47,26.22,23.19
7257.57,26.29,23.19
7261.66,26.22,23.19
7265.76,26.22,23.19
7269.85,26.29,23.19
7273.95,26.22,23.19
7278.05,26.22,23.19
7282.14,26.29,23.19
7286.24,26.29,23.19
7290.33,26.22,23.19
7294.43,26.29,23.19
7298.53,26.22,23.19
7302.62,26.22,23.19
7306.72,26.22,23.12
7310.81,26.22,23.12
7314.91,26.22,23.12
7319.01,26.22,23.12
7323.1,26.22,23.12
7327.2,26.22,23.12
7331.29,26.22,23.12
7335.39,26.16,23.06
7339.49,26.16,23.06
7343.58,26.22,23.12
7347.68,26.22,23.06
7351.77,26.16,23.06
7355.87,26.22,23.06
7359.97,26.22,23.06
7364.06,26.22,23.06
7368.16,26.22,23.06
7372.25,26.22,23.06
7376.35,26.16,23.06
7380.45,26.22,23.06
7384.54,26.16,23.0
7388.64,26.22,23.0
7392.73,26.22,23.06
7396.83,26.22,23.0
7400.93,26.22,23.0
7405.02,26.22,23.0
7409.12,26.22,23.0
7413.21,26.22,23.0
7417.31,26.22,23.0
7421.41,26.22,23.0
7425.5,26.29,23.0
7429.6,26.22,22.94
7433.69,26.22,22.94
7437.79,26.29,23.0
7441.89,26.22,23.0
7445.98,26.22,22.94
7450.08,26.22,22.94
7454.17,26.22,22.94
7458.27,26.22,22.94
7462.37,26.22,22.94
7466.46,26.29,22.94
7470.56,26.22,22.94
7474.65,26.29,22.94
7478.75,26.22,22.94
7482.85,26.29,22.94
7486.94,26.22,22.94
7491.04,26.22,22.94
7495.13,26.22,22.94
7499.23,26.29,22.94
7503.33,26.29,22.88
7507.42,26.29,22.88
7511.52,26.29,22.88
7515.61,26.22,22.94
7519.71,26.29,22.88
7523.81,26.29,22.88
7527.9,26.29,22.88
7532.0,26.29,22.88
7536.09,26.29,22.88
7540.19,26.29,22.88
7544.29,26.29,22.88
7548.38,26.29,22.88
7552.48,26.29,22.88
7556.57,26.29,22.81
7559.17,26.29,22.56
7561.77,26.29,22.56
7564.36,26.35,22.5
7566.95,26.29,22.5
7569.54,26.29,22.56
7572.13,26.29,22.5
7574.72,26.35,22.56
7577.32,26.35,22.56
7579.91,26.29,22.56
7582.5,26.35,22.56
7585.09,26.29,22.56
7587.69,26.35,22.56
7590.28,26.35,22.56
7592.87,26.35,22.56
7595.46,26.35,22.56
7598.05,26.35,22.56
7600.64,26.29,22.56
7603.24,26.35,22.56
7605.83,26.35,22.56
7608.42,26.35,22.56
7611.01,26.35,22.62
7613.61,26.35,22.56
7616.2,26.35,22.56
7618.79,26.29,22.56
7621.38,26.35,22.62
7623.98,26.35,22.62
7626.56,26.35,22.56
7629.16,26.35,22.56
7631.75,26.35,22.62
7634.34,26.35,22.62
7636.93,26.35,22.56
7639.53,26.35,22.56
7642.12,26.35,22.62
7644.71,26.35,22.56
7647.3,26.35,22.56
7649.89,26.35,22.56
7652.48,26.35,22.56
7655.08,26.35,22.62
7657.67,26.41,22.56
7660.26,26.35,22.56
7662.85,26.35,22.62
7665.45,26.35,22.56
7668.04,26.35,22.62
7670.63,26.35,22.62
7673.22,26.35,22.56
7675.81,26.35,22.62
7678.4,26.41,22.62
7681.0,26.41,22.62
7683.59,26.41,22.62
7686.18,26.41,22.62
7688.77,26.41,22.62
7691.37,26.41,22.62
7693.96,26.41,22.62
7696.55,26.41,22.62
7699.14,26.41,22.62
7701.73,26.41,22.62
7704.32,26.41,22.62
7706.92,26.41,22.62
7709.51,26.41,22.62
7712.1,26.41,22.62
7714.69,26.41,22.62
7717.29,26.41,22.62
7719.88,26.41,22.62
7722.47,26.41,22.62
7725.06,26.41,22.62
7727.65,26.41,22.62
7730.24,26.41,22.62
7732.84,26.41,22.62
7735.43,26.41,22.62
7738.02,26.41,22.62
7740.61,26.41,22.62
7743.2,26.41,22.62
7745.8,26.41,22.69
7748.39,26.41,22.62
7750.98,26.41,22.62
7753.57,26.41,22.69
7756.16,26.41,22.69
7758.76,26.41,22.62
7761.35,26.47,22.62
7763.94,26.41,22.62
7766.53,26.41,22.62
7769.13,26.41,22.62
7771.72,26.41,22.69
7774.31,26.41,22.69
7776.9,26.41,22.62
7779.49,26.41,22.62
7782.08,26.41,22.62
7784.7,26.41,22.69
7787.3,26.41,22.62
7789.9,26.41,22.62
7792.48,26.41,22.69
7795.08,26.41,22.62
7797.67,26.41,22.69
7800.26,26.47,22.69
7802.85,26.47,22.62
7805.45,26.47,22.69
7808.04,26.47,22.62
7810.63,26.47,22.62
7813.22,26.41,22.69
7815.81,26.47,22.69
7818.4,26.41,22.69
7821.0,26.41,22.69
7823.59,26.47,22.69
7826.18,26.47,22.75
7828.77,26.47,22.69
7831.37,26.47,22.69
7833.96,26.47,22.69
7836.55,26.41,22.69
7839.14,26.47,22.69
7841.73,26.47,22.75
7844.32,26.47,22.69
7846.92,26.47,22.69
7849.51,26.47,22.75
7852.1,26.47,22.69
7854.69,26.47,22.69
7857.29,26.47,22.69
7859.88,26.47,22.69
7862.47,26.47,22.69
7865.06,26.54,22.69
7867.65,26.47,22.75
7870.24,26.54,22.69
7872.84,26.47,22.75
7875.43,26.54,22.69
7878.02,26.54,22.69
7880.61,26.54,22.75
7883.2,26.54,22.69
7885.8,26.54,22.69
7888.39,26.54,22.69
7890.98,26.54,22.69
7893.58,26.54,22.69
7896.16,26.54,22.75
7898.76,26.54,22.69
7901.35,26.54,22.75
7903.94,26.54,22.69
7906.53,26.47,22.75
7909.13,26.47,22.69
7911.72,26.47,22.75
7914.31,26.54,22.75
7916.9,26.54,22.75
7919.49,26.54,22.69
7922.08,26.54,22.69
7924.68,26.54,22.75
7927.27,26.54,22.75
7929.86,26.54,22.75
7932.45,26.54,22.75
7935.05,26.54,22.75
7937.64,26.6,22.75
7940.23,26.54,22.75
7942.82,26.54,22.75
7945.41,26.54,22.75
7948.0,26.54,22.75
7950.6,26.54,22.75
7953.19,26.54,22.75
7955.78,26.54,22.75
7958.39,26.54,22.75
7961.0,26.54,22.75
7963.59,26.54,22.75
7966.18,26.54,22.75
7968.78,26.54,22.75
7971.36,26.54,22.75
7973.96,26.54,22.75
7976.55,26.54,22.75
7979.14,26.6,22.75
7981.73,26.54,22.75
7984.33,26.54,22.75
7986.92,26.54,22.75
7989.51,26.54,22.75
7992.1,26.54,22.75
7994.7,26.54,22.75
7997.28,26.54,22.75
7999.88,26.54,22.75
